Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Purchase #	Date	Supplier Invoice #	Ship Via	Delivery Status	Description	Account #	Amount	Inc-Tax Amount	Job	Comment	Journal Memo	Shipping Date	Tax Code	Non-GST Amount	GST Amount	Import Duty Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight Import Duty Amount	Purchase Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Amount Paid	Category	Card ID	Record ID
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	12 Aug 38860 JANE/JOHN SHAUN MORRIS N TULLAMARINE CARRUM DOWNS	61500	$44.21	$48.63			Purchase; Exp Couriers		GST	$0.00	$4.42	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	12 Aug 38877 JANE/JOHN MISS MOLLYíS N TULLAMARINE MIDDLE PARK	61500	$49.70	$54.67			Purchase; Exp Couriers		GST	$0.00	$4.97	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	15 Aug 39904 JANE AXI-KEM N TULLAMARINE DERRIMUT	61500	$39.16	$43.08			Purchase; Exp Couriers		GST	$0.00	$3.92	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	SERVICE FEE	61500	$5.00	$5.50			Purchase; Exp Couriers		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007461	16/08/2016	INV 123190		P	FUEL LEVY	61500	$54.19	$59.61			Purchase; Exp Couriers		GST	$0.00	$5.42	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$610.87		EXTPCC	851

Mc Kenzie Ross Insurance Brokers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007466	16/08/2016	INV 141622		P	Premium	61811	$43,659.79	$48,025.77			Purchase; Mc Kenzie Ross Insurance Brokers		GST	$0.00	$4,365.98	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$52,828.35		*None	343
Mc Kenzie Ross Insurance Brokers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007466	16/08/2016	INV 141622		P	Stamp Duty	61811	$4,802.58	$4,802.58			Purchase; Mc Kenzie Ross Insurance Brokers		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$52,828.35		*None	343

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007474	16/08/2016	INV 034847		P	09/08/16 PCC537 THE SICILIAN THE PAPER CU THE SICILIAN MEL NS4	61500	$984.79	$1,083.28		REQUIRED A.S.A.P.	Purchase; Hi Trans Express		GST	$0.00	$98.49	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,244.31		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007474	16/08/2016	INV 034847		P	09/08/16 PCC538 RUJICAFE9995 THE PAPER CU RUJI CAFE MEL SYD	61500	$103.06	$113.37		REQUIRED A.S.A.P.	Purchase; Hi Trans Express		GST	$0.00	$10.31	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,244.31		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007474	16/08/2016	INV 034847		P	10/08/16 SY15485 PCC532 THE PAPER CU VIBE HOTELS MEL SYD	61500	$40.08	$44.09		REQUIRED A.S.A.P.	Purchase; Hi Trans Express		GST	$0.00	$4.01	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,244.31		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007474	16/08/2016	INV 034847		P	Account Fee 1	61500	$3.25	$3.57		REQUIRED A.S.A.P.	Purchase; Hi Trans Express		GST	$0.00	$0.32	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$1,244.31		8349	716

Funktion Australia Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007468	17/08/2016	INV 114436		P	Labour & Travel Time	13340	$270.00	$297.00			Purchase; FUNKTION		GST	$0.00	$27.00	$0.00			GST	$0.00	$0.00	$0.00	B			1	0	0	0	$863.50		*None	820
Funktion Australia Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007468	17/08/2016	INV 114436		P	New printer Head	13340	$515.00	$566.50			Purchase; FUNKTION		GST	$0.00	$51.50	$0.00			GST	$0.00	$0.00	$0.00	B			1	0	0	0	$863.50		*None	820

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007472	17/08/2016	INV-1260		P	5,000 Aussie Johns 8ozT DW Digital	57452	$536.18	$589.80		REQUIRED A.S.A.P.	Purchase; AA PRINTING		GST	$0.00	$53.62	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$589.80		*None	617

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007504	17/08/2016	ETA0005929		P	DELIVERY OF PLTS TO EXQUISINE	56000	$97.50	$107.25		REQUIRED BY 29/8/16	Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$9.75	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$107.25		*None	606

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007505	17/08/2016	ETA0005935		P	DELIVERY OF PLTS TO LOMBARD	56000	$100.00	$110.00		REQUIRED BY 29/8/16	Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$10.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$110.00		*None	606

Clean FX Services		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007506	17/08/2016	INV 20666		P	Cleaning for the month of August 2016	62340	$301.33	$331.46		REQUIRED BY 29/8/16	Purchase; Clean FX Services		GST	$0.00	$30.13	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$331.46		*None	170

Big Pixel Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007471	18/08/2016	INV 3325		P	12/8/2016 ñ 18/8/2016 inclusive	61005	$1,500.00	$1,500.00		REQUIRED A.S.A.P.	Purchase; Big Pixel Pty Ltd		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$1,500.00		*None	1040

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007486	18/08/2016	95480612 CR		E	Overcharged on invoice # 95479249	55000	-$924.84	-$1,017.33			Purchase; SPICERS		GST	$0.00	-$92.49	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	-$1,017.33		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007488	18/08/2016	95480611 CR		E	Overcharged on invoice # 95479280	55000	-$305.15	-$335.66			Purchase; SPICERS		GST	$0.00	-$30.51	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	-$335.66		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007490	18/08/2016	95480585 CR		E	Overcharged on invoice # 95478721	55000	-$598.29	-$658.11			Purchase; SPICERS		GST	$0.00	-$59.82	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	-$658.11		AC #:126630	381

AUSTRALIAN TAX OFFICE		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007494	19/08/2016	JULYpayg2016		P	PAY July 2016	21420	$11,807.00	$11,807.00			Purchase; AUSTRALIAN TAX OFFICE		N-T	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$11,978.20		ATO	833
AUSTRALIAN TAX OFFICE		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007494	19/08/2016	JULYpayg2016		P	Card payment fee - ATO	62023	$171.20	$171.20			Purchase; AUSTRALIAN TAX OFFICE		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$11,978.20		ATO	833

Express Transport Australia(Vic) Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007517	19/08/2016	ETA0005941		P	DELIVERY OF PLTS - to HPS Solutions	56000	$57.00	$62.70			Purchase; Express Transport Australia(Vic) Pty Ltd		GST	$0.00	$5.70	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$62.70		*None	606

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007518	19/08/2016	49145186		P	15/08/16 412370895 TULLAMARINE/BROWN-FORMAN AU S 76 MEL/SYD/// BROWN-FORMAN 10	56000	$25.39	$27.93			Purchase; TNT Express		GST	$0.00	$2.54	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$109.68		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007518	19/08/2016	49145186		P	19/08/16 415554403 TULLAMARINE/ADDIE & ME S 76 MEL/SYD/// ADDIE & ME	56000	$18.65	$20.52			Purchase; TNT Express		GST	$0.00	$1.87	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$109.68		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007518	19/08/2016	49145186		P	19/08/16 415554403 TULLAMARINE/ADDIE & ME S 76 RSD ADDIE & ME	56000	$5.00	$5.50			Purchase; TNT Express		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$109.68		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007518	19/08/2016	49145186		P	19/08/16 415718995 TULLAMARINE/C1 PERFORMANCE S 76 MEL/ADL/// COCO WHIP PO272	56000	$50.66	$55.73			Purchase; TNT Express		GST	$0.00	$5.07	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$109.68		ACC:21779000	34

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007515	21/08/2016	900257181		P	2 SLOTS TO EDWARDSTOWN SA (ATLAS MCNEIL HEALTHCARE)	61500	$108.40	$119.24			Purchase; SCT Logistics		GST	$0.00	$10.84	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$119.24		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007516	21/08/2016	900257182		P	7 SLOTS TO DARRA QLD (ESPRESSO @ THE WESLEY)	61500	$609.15	$670.07			Purchase; SCT Logistics		GST	$0.00	$60.92	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$670.07		103617	987

Gulmen Engineering		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007514	22/08/2016	INV 8573		P	Service Call out to see about Camera Fault	62520	$180.00	$198.00			Purchase; Gulmen Engineering		GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$198.00		*None	511

Harvey Norman		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007533	22/08/2016	INV 1803132		P	LED TV	61016	$817.27	$899.00			Purchase; Harvey Norman		GST	$0.00	$81.73	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$899.00		*None	838

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	16/08/16 PCC540 SAVILL9893 THE PAPER CU SAVILL PACKA MEL ADE	61500	$1,145.10	$1,259.62			Purchase; Hi Trans Express		GST	$0.00	$114.52	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	16/08/16 PCC541 MENODICIOTTO THE PAPER CU MENO DICIOT MEL SYD	61500	$103.06	$113.37			Purchase; Hi Trans Express		GST	$0.00	$10.31	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	17/08/16 PCC542 PRAUSINGORD THE PAPER CU PRAUS IN GO MEL SYD	61500	$103.06	$113.37			Purchase; Hi Trans Express		GST	$0.00	$10.31	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	17/08/16 PCC543 COFFEESERVE THE PAPER CU Coffee Serve MEL SYD	61500	$103.06	$113.37			Purchase; Hi Trans Express		GST	$0.00	$10.31	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	17/08/16 PCC544 SAVILLLIDS THE PAPER CU SAVILL PACKA MEL ADE	61500	$206.12	$226.73			Purchase; Hi Trans Express		GST	$0.00	$20.61	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	18/08/16 PCC545 SALVARMYINGL THE PAPER CU THE SALVATI MEL ADE	61500	$74.43	$81.87			Purchase; Hi Trans Express		GST	$0.00	$7.44	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	18/08/16 PCC539 SYDGEL&PACK THE PAPER CU SYDNEY GELA MEL SYD	61500	$103.06	$113.37			Purchase; Hi Trans Express		GST	$0.00	$10.31	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	18/08/16 SY15820 PCC541 THE PAPER CU MENO DICIOT MEL SYD	61500	$40.08	$44.09			Purchase; Hi Trans Express		GST	$0.00	$4.01	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	23/08/16 AD9384 PCC545 HAND THE PAPER CU THE SALVATI MEL ADE	61500	$40.08	$44.09			Purchase; Hi Trans Express		GST	$0.00	$4.01	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	23/08/16 PCC546 AUSSIE10143 THE PAPER CU AUSSIE MEL SYD	61500	$80.16	$88.18			Purchase; Hi Trans Express		GST	$0.00	$8.02	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007529	23/08/2016	INV 035578		P	Account Fee 1	61500	$3.25	$3.57			Purchase; Hi Trans Express		GST	$0.00	$0.32	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$2,201.63		8349	716

Big Pixel Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007530	23/08/2016	INV 3326		P	19/8/2016 TO 25/8/2016 inclusive	61005	$1,500.00	$1,500.00			Purchase; Big Pixel Pty Ltd		FRE	$0.00	$0.00	$0.00			FRE	$0.00	$0.00	$0.00	B			5	1	30	0	$1,500.00		*None	1040

CAREY - XIANGYUAN		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007531	23/08/2016			P	Harvey Norman - Humidifier	62521	$127.27	$140.00			Purchase; CAREY - XIANGYUAN		GST	$0.00	$12.73	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$150.50		*None	588
CAREY - XIANGYUAN		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007531	23/08/2016			P	Coles- Sistema Klip 2 Litre	62521	$9.55	$10.50			Purchase; CAREY - XIANGYUAN		GST	$0.00	$0.95	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$150.50		*None	588

GRANDCITY TRAVEL		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007741	23/08/2016	158053		E	AIRFARES TO CHINA	63110	$4,373.82	$4,373.82			Purchase; GRANDCITY TRAVEL		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$4,373.82		*None	1248

W.A.M Forklift & Mechanical Repairs		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007941	23/08/2016	INV 4116		P	Forklift maintenace	62520	$365.48	$402.03			Purchase; W.A.M Forklift & Mechanical Repairs		GST	$0.00	$36.55	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$402.03		*None	1119

City Link		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007519	24/08/2016	611642040544		P	24 Jul 2016 - 23 Aug 2016	63109	$53.07	$58.38			Purchase; City Link		GST	$0.00	$5.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$58.38		Ac 6111044682	575

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007520	25/08/2016			P		61006	-$35.40	-$38.94			SPICERS:  Discounts on 00007288		GST	$0.00	-$3.54	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$38.94		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007521	25/08/2016			P		61006	-$142.70	-$156.97			SPICERS:  Discounts on 00007294		GST	$0.00	-$14.27	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$156.97		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007522	25/08/2016			P		61006	-$80.97	-$89.07			SPICERS:  Discounts on 00007298		GST	$0.00	-$8.10	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$89.07		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007523	25/08/2016			P		61006	-$96.45	-$106.10			SPICERS:  Discounts on 00007351		GST	$0.00	-$9.65	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$106.10		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007524	25/08/2016			P		61006	-$39.49	-$43.44			SPICERS:  Discounts on 00007381		GST	$0.00	-$3.95	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$43.44		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007525	25/08/2016			P		61006	-$112.43	-$123.67			SPICERS:  Discounts on 00007382		GST	$0.00	-$11.24	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$123.67		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007526	25/08/2016			P		61006	-$24.73	-$27.20			SPICERS:  Discounts on 00007383		GST	$0.00	-$2.47	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$27.20		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007527	25/08/2016			P		61006	-$163.08	-$179.39			SPICERS:  Discounts on 00007393		GST	$0.00	-$16.31	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$179.39		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007528	25/08/2016			P		61006	-$38.83	-$42.71			SPICERS:  Discounts on 00007394		GST	$0.00	-$3.88	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$42.71		AC #:126630	381

OFFICEWORKS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007742	25/08/2016	AUG 2016		P	STATIONARY	62310	$172.02	$189.22			Purchase; OFFICEWORKS		GST	$0.00	$17.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$189.22		13163987	731

IS Telecoms Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007536	26/08/2016	INV 35674		P	Additional call usage	62800	$0.36	$0.40			Purchase; IS Telecoms Pty Ltd		GST	$0.00	$0.04	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$270.38		*None	1084
IS Telecoms Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007536	26/08/2016	INV 35674		P	Internet and Cloud Services	62800	$217.27	$238.99			Purchase; IS Telecoms Pty Ltd		GST	$0.00	$21.72	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$270.38		*None	1084
IS Telecoms Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007536	26/08/2016	INV 35674		P	Other charges and credits	62800	$313.64	$345.01			Purchase; IS Telecoms Pty Ltd		GST	$0.00	$31.37	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$270.38		*None	1084
IS Telecoms Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007536	26/08/2016	INV 35674		P	Service and Equipment	62800	-$285.47	-$314.02			Purchase; IS Telecoms Pty Ltd		GST	$0.00	-$28.55	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$270.38		*None	1084

VIC ROADS XGA732		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007545	26/08/2016			P	REGISTRATION FEE	62602	$284.70	$284.70			Purchase; VIC ROADS XGA732		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$787.40		XGA732	1025
VIC ROADS XGA732		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007545	26/08/2016			P	TAC CHARGE	62602	$415.45	$457.00			Purchase; VIC ROADS XGA732		GST	$0.00	$41.55	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$787.40		XGA732	1025
VIC ROADS XGA732		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007545	26/08/2016			P	INSURANCE DUTY	62602	$45.70	$45.70			Purchase; VIC ROADS XGA732		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$787.40		XGA732	1025

Carlton Football Club Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007743	26/08/2016	AUG 2016		A	PROMOTION AND AD	61001	$18,500.00	$18,500.00			Purchase; Carlton Football Club Ltd		N-T	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$18,500.00		*None	1133

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007573	27/08/2016	49193769		P	22/08/16 416454065 TULLAMARINE/FLOURISH SUPERF S 76 MEL/BNE	56000	$159.31	$175.24		REQUIRED by 7/9/2016	Purchase; TNT Express		GST	$0.00	$15.93	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$189.69		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007573	27/08/2016	49193769		P	26/08/16 419323170 TULLAMARINE/MAVERICK S 75 MEL/SYD	56000	$13.14	$14.45		REQUIRED by 7/9/2016	Purchase; TNT Express		GST	$0.00	$1.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$189.69		ACC:21779000	34

Haddad Services		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007548	28/08/2016	INV 1035		P	O ring Lubrication Special	62520	$24.95	$27.45		REQUIRED BY 06/09/16	Purchase; Haddad Services		GST	$0.00	$2.50	$0.00	$12.00	$13.20	GST	$0.00	$1.20	$0.00	B			5	1	30	0	$324.32		*None	1142
Haddad Services		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007548	28/08/2016	INV 1035		P	S/S Module Seal Pack Kit	62520	$257.88	$283.67		REQUIRED BY 06/09/16	Purchase; Haddad Services		GST	$0.00	$25.79	$0.00	$12.00	$13.20	GST	$0.00	$1.20	$0.00	B			5	1	30	0	$324.32		*None	1142

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007555	28/08/2016	900259430		P	2 SLOTS TO MURARRIE QLD (SSS AUSTRALIA)	61500	$185.58	$204.14			Purchase; SCT Logistics		GST	$0.00	$18.56	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.14		103617	987

