Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Supplier	Supplier Item Number	Tax Code When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax Code When Sold	Sell Price Inclusive	Sales Tax Calc. Method	# Items/Sell Unit	Quantity Break 1	Quantity Break 2	Quantity Break 3	Quantity Break 4	Quantity Break 5	"Price Level A, Qty Break 1"	"Price Level B, Qty Break 1"	"Price Level C, Qty Break 1"	"Price Level D, Qty Break 1"	"Price Level E, Qty Break 1"	"Price Level F, Qty Break 1"	"Price Level A, Qty Break 2"	"Price Level B, Qty Break 2"	"Price Level C, Qty Break 2"	"Price Level D, Qty Break 2"	"Price Level E, Qty Break 2"	"Price Level F, Qty Break 2"	"Price Level A, Qty Break 3"	"Price Level B, Qty Break 3"	"Price Level C, Qty Break 3"	"Price Level D, Qty Break 3"	"Price Level E, Qty Break 3"	"Price Level F, Qty Break 3"	"Price Level A, Qty Break 4"	"Price Level B, Qty Break 4"	"Price Level C, Qty Break 4"	"Price Level D, Qty Break 4"	"Price Level E, Qty Break 4"	"Price Level F, Qty Break 4"	"Price Level A, Qty Break 5"	"Price Level B, Qty Break 5"	"Price Level C, Qty Break 5"	"Price Level D, Qty Break 5"	"Price Level E, Qty Break 5"	"Price Level F, Qty Break 5"	Inactive Item	Standard Cost
C049_STAR_CH_12_ROYALBROS	"12oz CH(1,000)Royale Bros Lick"		S	I	11351	41100	50026																0	$45.00	1000	GST		0	1	0	0	0	0	0	45	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_DW_08_BAYKERS	8ozU D/W (600) Baykers		S	I	11330	41108	50004																0	$45.00	600	GST		0	1	0	0	0	0	0	45	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_DW_08TK_PANTRY	8ozTK D/W (500) The Pantry		S	I	11342	41118	50009																0	$37.50	500	GST		0	1	0	0	0	0	0	37.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_DW_12_BAYKERS	12oz D/W (500) Baykers		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	57.5	57.5	57.5	57.5	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_DW_12K_PANTRY	12ozK D/W (500) The Pantry		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_FC_08_ZUPPA	280ml F/C (605) ZUPPA		S	I	11334	41122	50020																0	$51.43	605	GST		0	1	0	0	0	0	0	51.43	56.1	56.1	56.1	56.1	56.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_FC_20_ZUPPA	500ml F/C (550) ZUPPA		S	I	11336	41124	50022																0	$60.50	550	GST		0	1	0	0	0	0	0	60.5	66	66	66	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_FC_30_LOVPOL	700ml F/C (550) Love Polo		S	I	11338	41126	50024																0	$64.90	550	GST		0	1	0	0	0	0	0	64.9	64.9	64.9	64.9	64.9	64.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_IC_03_LICKPANTRY	"3oz I/C (1,500) Licking Pantry"		S	I	11347	41119	50017																0	$82.50	1500	GST		0	1	0	0	0	0	0	82.5	112.5	112.5	112.5	112.5	112.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_IC_05_LICKPANTRY	"5oz I/C (1,000) Licking Pantry"		S	I	11348	41121	50018																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_SW_08T_LICKPANTRY	"8ozT S/W1,000) Licking Pantry"		S	I	11340	41116	50007																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	65	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C049_STAR_SW_16_LICKPANTRY	16oz S/W (800) Licking Pantry		S	I	11328	41111	50013																0	$68.00	800	GST		0	1	0	0	0	0	0	68	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C050_YUMBER_IC_03_YUMBER	3oz Ice Cream (1800) YUMBER		S	I	11347	41119	50017																0	$90.00	1800	GST		0	1	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C050_YUMBER_IC_05_YUMBER	5oz Ice Cream (1200) YUMBER		S	I	11348	41121	50018																0	$66.00	1200	GST		0	1	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_DW_04_BOWS	"4oz D/W (1,000) Bow's"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_DW_08_BOWS	8oz D/W (600) Bow's		S	I	11330	41108	50004																0	$51.00	600	GST		0	1	0	0	0	0	0	51	51	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_DW_12_BOWS	12oz D/W (500) Bow's		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_DW_16_BOWS	16oz D/W (360) Bow's		S	I	11332	41112	50014																0	$48.60	360	GST		0	1	0	0	0	0	0	48.6	48.6	48.6	48.6	48.6	48.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_FC_20_BOWS	500ml F/C (550) Bow's		S	I	11336	41124	50022																0	$66.00	550	GST		0	1	0	0	0	0	0	66	66	66	66	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_IC_03_BOWS	"3oz I/C (1,500) Bow's"		S	I	11347	41119	50017																0	$82.50	1500	GST		0	1	0	0	0	0	0	82.5	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_IC_05_BOWS	"5oz I/C (1,000) Bow's"		S	I	11348	41121	50018																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	78	78	78	78	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_SC_16_BOWS	16oz S/C (800) Bow's		S	I	11346	41114	51114																0	$76.00	800	GST		0	1	0	0	0	0	0	76	68	68	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_SC_22_BOWS	22oz S/C (500) Bow's THICK Pap		S	I	11343	41150	50015																0	$60.00	500	GST		0	1	0	0	0	0	0	60	76	76	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_SW_02_BOWS	"2oz S/W (2,000) Bow's"		S	I	11333	41101	50010																0	$75.00	2000	GST		0	1	0	0	0	0	0	75	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C051_BOW'S_SW_08_BOWS	"8oz S/W (1,000) Bow's"		S	I	11326	41107	50003																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	65	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C052_IFEVEN_D/W_08_CP	"8oz D/W (600) ""NAME"""		S	I	11330	41108	50004																0	$95.00	600	GST		0	1	0	0	0	0	0	95	95	95	95	95	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C053_ROTHFIELD_DW_08	8oz D/W (600) ANSVAR		S	I	11330	41108	50004																0	$0.00	600	GST		0	1	0	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C053_ROTHFIELD_SW_12_LAZUPPA	"12oz S/W (1,000) LaZuppa"		S	I	11327	41109	50011																0	$95.00	1000	GST		0	1	0	0	0	0	0	95	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C054_SEOEN_DW_08_SUSHI	8oz D/W (600) Sushi Connection		S	I	11330	41108	50004																0	$54.00	600	GST		0	1	0	0	0	0	0	54	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_DW_04_MMECCA	"4oz D/W (1,000) Mocha Mecca"		S	I	11329	41103	50001																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_DW_08_MMECCA	8oz D/W (600) Mocha Mecca		S	I	11330	41108	50004																0	$48.00	600	GST		0	1	0	0	0	0	0	48	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_DW_12_MMECCA	12oz D/W (500) Mocha Mecca		S	I	11331	41110	50012																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	57.5	57.5	57.5	57.5	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_DW_16_MMECCA	16oz D/W (360) Mocha Mecca		S	I	11332	41112	50014																0	$46.80	360	GST		0	1	0	0	0	0	0	46.8	76	76	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_DW_20_MMECCA	20oz D/W (500) Mocha Mecca	B	S	I	11320	46030	51120										ABBE CORRUGATED		GST	1	1	0	0	$82.50	500	GST		0	1	0	0	0	0	0	82.5	82.5	82.5	82.5	82.5	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	$63.58
C055_MMECCA_SC_22_MOCHA MECCA	22oz S/C (500) Mocha Mecca		S	I	11343	41150	50015																0	$52.50	500	GST		0	1	0	0	0	0	0	52.5	76	76	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_SW 12 MMECCA	12oz S/W (1000) MOCHA MECCA		S	I	11327	41109	50011																0	$95.00	1000	GST		0	1	0	0	0	0	0	95	95	95	95	95	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_SW_04_MMECCA	"4oz S/W (3,200) Mocha Mecca"		S	I	11325	41102	50002																0	$192.00	3200	GST		0	1	0	0	0	0	0	192	192	192	192	192	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_SW_08_MMECCA	8oz S/W (1000) MOCHA MECCA		S	I	11326	41107	50003																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C055_MMECCA_SW_16_MMECCA	16oz S/W (800) MOCHA MECCA		S	I	11328	41111	50013																0	$91.20	800	GST		0	1	0	0	0	0	0	91.2	91.2	91.2	91.2	91.2	91.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C056_SIMP_04_SW_BEYE	"4oz S/W (3,400) Birds Eye"		S	I	11325	41102	50002																0	$221.00	3400	GST		0	1	0	0	0	0	0	221	170	170	170	170	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C057_RJELL_SW_12_STLH	"12oz S/W Cup (1,000) ST Luke's"		S	I	11327	41109	50011																0	$80.00	1000	GST		0	1	0	0	0	0	0	80	80	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C058_OLYMP_SC_24_SDON	24oz Cold (800) Super Donor		S	I	11344	41115	50016																0	$64.00	800	GST		0	1	0	0	0	0	0	64	64	64	64	64	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C059_EVRST_IC_03_NORG	"3oz I/C (1,500) NorgVaaz"		S	I	11347	41119	50017																0	$75.00	1500	GST		0	1	0	0	0	0	0	75	88.2	88.2	88.2	88.2	88.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C059_EVRST_IC_05_NORG	"5oz Ice Cream (1,000) NorgVaaz"		S	I	11348	41121	50018																0	$60.00	1000	GST		0	1	0	0	0	0	0	60	72	72	72	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C060_SEAM_DW_08T_G01	8ozT D/W (500) NAME		S	I	11342	41118	50009																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C060_SEAM_SC_06_FRLIQR	"6oz S/W(2,100) Fresh Liquorice"		S	I	11339	41105	50006																0	$94.50	2100	GST		0	1	0	0	0	0	0	94.5	84	84	84	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C060_SEAM_SC_06_FSAUCE	"6.5oz S/W (2,100) F Sauce"		S	I	11339	41105	50006																0	$84.00	2100	GST		0	1	0	0	0	0	0	84	84	84	84	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C061_AMANTI_DW_08T_G01	8ozT D/W (500) Amanti		S	I	11342	41118	50009																0	$37.50	500	GST		0	1	0	0	0	0	0	37.5	37.5	37.5	37.5	37.5	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C061_AMANTI_SW_04_1stCRK	"4oz S/W (3,400) 1st Crack"		S	I	11325	41102	50002																0	$153.00	3400	GST		0	1	0	0	0	0	0	153	153	153	153	153	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C062_GBEAN_DW_04_GBEAN	"4oz D/W (1,000) Golden Bean"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C062_GBEAN_DW_08T_GBEAN	8ozT D/W (500) Golden Bean		S	I	11342	41118	50009																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C062_GBEAN_DW_12_GBEAN	12oz D/W (500) Golden Bean		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C062_GBEAN_DW_16_GBEAN	16oz D/W (360) Golden Bean		S	I	11332	41112	50014																0	$52.20	360	GST		0	1	0	0	0	0	0	52.2	52.2	52.2	52.2	52.2	52.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C062_GBEAN_DW_16_JUICE	16oz D/W (360) JUICE		S	I	11332	41112	50014																0	$52.20	360	GST		0	1	0	0	0	0	0	52.2	52.2	52.2	52.2	52.2	52.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C062_GBEAN_SC_16_JUICE	16oz S/C (800) Juice		S	I	11328	41111	50013																0	$80.00	800	GST		0	1	0	0	0	0	0	80	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	
C062_GBEAN_SC_22_GBEAN	22oz S/W (500) Golden Bean		S	I	11343	41150	50015																0	$55.00	500	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C063_J&D_FC_08_TUTTIF	280ML Cont (660) Tutti Fuitti		S	I	11334	41122	50020																0	$54.50	660	GST		0	1	0	0	0	0	0	54.5	54.5	54.5	54.5	54.5	54.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C063_J&D_FC_16_TUTFRT	Food Cont-440ML (660) TUTFRT		S	I	11335	41123	50021																0	$54.45	605	GST		0	1	0	0	0	0	0	54.45	54.45	54.45	54.45	54.45	54.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C063_J&D_FC_20_TUTFRT	Food Cont. 500ML (600) TUTFRT		S	I	11336	41124	50022																0	$54.00	600	GST		0	1	0	0	0	0	0	54	54	54	54	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C064_THEPAR_DW_04_PARLOUR	"4oz D/W (1,000) The Parlour"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C064_THEPAR_DW_08T_PARLOUR	8ozT D/W (500) The Parlour		S	I	11342	41118	50009																0	$55.00	500	GST		0	1	0	0	0	0	0	55	35	35	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C064_THEPAR_DW_12_PARLOUR	12oz D/W (500) The Parlour		S	I	11331	41110	50012																0	$57.50	500	GST		0	1	0	0	0	0	0	57.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C064_THEPAR_DW_16_PARLOUR	16oz D/W (360) The Parlour		S	I	11332	41112	50014																0	$55.80	360	GST		0	1	0	0	0	0	0	55.8	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C064_THEPAR_SC_24_PARLOUR	24oz S/C (500) The Parlour		S	I	11344	41115	50016																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	56	56	56	56	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C065_CGRUPP_DW_04K_VOLUME	"4ozK D/W (1,000) Volume Cafe"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C065_VERGN_SW_04_CAFVERG	"4oz S/W (3,400) Cafe Vergnano"		S	I	11325	41102	50002																0	$170.00	3400	GST		0	1	0	0	0	0	0	170	170	170	170	170	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C065_VERGN_SW_08T_CAFVERG	"8ozT S/W (1,000) Cafe Vergnano"		S	I	11340	41116	50007																0	$60.00	1000	GST		0	1	0	0	0	0	0	60	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C065_VERGN_SW_12_CAFVERG	"12oz S/W (1,000) Cafe Vergnano"		S	I	11327	41109	50011																0	$80.00	1000	GST		0	1	0	0	0	0	0	80	80	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C065_VERGN_SW_16_CAFVERG	16oz S/W (800) Cafe Vergnano		S	I	11328	41111	50013																0	$84.00	800	GST		0	1	0	0	0	0	0	84	84	84	84	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C065_VOLUME_DW_08TK_VOLUME	8ozTK D/W (500) Volume Cafe		S	I	11342	41118	50009																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C065_VOLUME_DW_12K_VOLUME	12ozK D/W (500) Volume Cafe		S	I	11331	41110	50012																0	$57.50	500	GST		0	1	0	0	0	0	0	57.5	57.5	57.5	57.5	57.5	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C065_VOLUME_DW_16K_VOLUME	16ozK D/W (360) Volume Cafe		S	I	11332	41112	50014																0	$48.60	360	GST		0	1	0	0	0	0	0	48.6	48.6	48.6	48.6	48.6	48.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C066_HUFF_DW_08_HUFFB	8oz D/W (600) Huff Bagelry		S	I	11330	41108	50004																0	$57.00	600	GST		0	1	0	0	0	0	0	57	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	
C066_HUFF_DW_08T_HUFFB	8ozT D/W (500) Huff Bagelry		S	I	11342	41118	50009																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C066_HUFF_DW_12_HUFFB	12oz D/W (500) Huff Bagelry		S	I	11331	41110	50012																0	$57.50	500	GST		0	1	0	0	0	0	0	57.5	57.5	57.5	57.5	57.5	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C067_LBTCC_DW_08T_LBTCC	8ozT D/W (500) LBTCC		S	I	11342	41118	50009																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C068_BFRESH_IC_03_TANNOS	"3oz I/C (1,495) Tannos"		S	I	11347	41119	50017																0	$52.33	1495	GST		0	1	0	0	0	0	0	52.325	63	63	63	63	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C069_VILNOVA_08TK_V-NOVA	8ozTK D/W (500) V-Nova Kraft		S	I	11342	41118	50009																0	$52.50	500	GST		0	1	0	0	0	0	0	52.5	52.5	52.5	52.5	52.5	52.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C069_VILNOVA_12K_V-NOVA	12ozK D/W (500) V-Nova Kraft		S	I	11331	41110	50012																0	$62.50	500	GST		0	1	0	0	0	0	0	62.5	62.5	62.5	62.5	62.5	62.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C069_VNOVA_SW_08T_VNOVA	"8ozT S/W (1,000) VillaNova"		S	I	11340	41116	50007																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	65	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	
C069_VNOVA_SW_12_VNOVA	"12oz S/W (1,000) Villanova"		S	I	11327	41109	50011																0	$85.00	1000	GST		0	1	0	0	0	0	0	85	85	85	85	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	
C070_ESPRME_DW_08_ESPRME	8oz D/W  (600) Espresso Me		S	I	11330	41108	50004																0	$45.00	600	GST		0	1	0	0	0	0	0	45	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C070_ESPRME_DW_12_ESPRME	12oz D/W  (500) Espresso Me		S	I	11331	41110	50012																0	$45.00	500	GST		0	1	0	0	0	0	0	45	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C070_ESPRME_DW_16_ESPRME	16oz D/W  (360) Espresso Me		S	I	11332	41112	50014																0	$52.20	360	GST		0	1	0	0	0	0	0	52.2	52.2	52.2	52.2	52.2	52.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C071_IPRAM_FC_20_IPRAMEN	Cont-500ML (600) Ipondo Ramen		S	I	11336	41124	50022																0	$57.00	600	GST		0	1	0	0	0	0	0	57	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C072_1STPAK_DW_08_BARWON	8oz D/W (600) BARWON		S	I	11330	41108	50004																0	$45.00	600	GST		0	1	0	0	0	0	0	45	39	39	39	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C072_1STPAK_DW_08_BENDIGO	8oz D/W (600) Bendigo Bank		S	I	11330	41108	50004																0	$45.00	600	GST		0	1	0	0	0	0	0	45	42	42	42	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C072_1STPAK_DW_08_BNTALK	8oz D/W (600)Bean Talkin		S	I	11330	41108	50004																0	$45.00	600	GST		0	1	0	0	0	0	0	45	39	39	39	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C072_1STPAK_DW_08_GEN	8oz D/W (600) Generic		S	I	11330	41108	50004																0	$45.00	600	GST		0	1	0	0	0	0	0	45	39	39	39	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C072_1STPAK_DW_08_NAVY	8oz D/W (600) NAVY		S	I	11330	41108	50004																0	$45.00	600	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C072_1STPAK_DW_08_TMKPANTRY	8oz D/W (600) TMK Pantry		S	I	11330	41108	50004																0	$42.00	600	GST		0	1	0	0	0	0	0	42	42	42	42	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
